asset_id,business_type,industry,postcode,latitude,longitude,asset_value,annual_revenue,coverage_limit
VIC3550,mechanic_workshop,automotive,3844,-38.186501,146.551368,1141482.39,635961.61,62865.42
VIC3551,plant_hire_yard,construction,3168,-37.929225,145.100574,1481057.94,2339958.35,137607.48
VIC3552,takeaway_food,hospitality,3171,-37.940548,145.168004,496659.99,563291.61,78221.81
VIC3553,catering_kitchen,hospitality,3011,-37.78638,144.887566,668836.4,1148808.56,61198.99
VIC3554,takeaway_food,hospitality,3730,-36.008913,145.987355,294527.54,124532.84,25000
VIC3555,pharmacy,healthcare,3053,-37.807174,144.971877,3318438.67,4380796.91,581530.4
VIC3556,panel_beater,automotive,3076,-37.666505,145.026129,342418.21,182722.15,45457.8
VIC3557,plumbing_wholesaler,wholesale_trade,3875,-37.819202,147.605042,1056780.1,1027696.42,143341.8
VIC3558,indoor_sports_centre,recreation,3011,-37.789948,144.907724,276761.59,186224.65,56253.83
VIC3559,visitor_centre,tourism,3066,-37.801839,144.984504,932419.71,619506.69,199135.84
VIC3560,refrigerated_storage,storage,3011,-37.794038,144.89301,2195873.21,4220313.71,454594.08
VIC3561,cold_storage,logistics,3550,-36.751838,144.297302,8684087.94,5619524.83,1151876.93
VIC3562,clothing_store,retail,3053,-37.807341,144.968333,2766004.35,3470282.93,348399.13
VIC3563,bakery_factory,food_and_beverage,3065,-37.789848,144.981409,2366932.08,3287471.28,468874.47
VIC3564,winery_cellar_door,tourism,3844,-38.179447,146.509594,735160.51,862881.58,123625.96
VIC3565,winery_cellar_door,tourism,3134,-37.819521,145.22753,516304.99,682956.63,56379.79
VIC3566,motel,tourism,3722,-37.048611,146.0904,1356827.19,2769430.27,188966.23
VIC3567,vocational_campus,education,3400,-36.702456,142.210266,2487672.21,1357146.32,193517.97
VIC3568,neighbourhood_centre,community_services,3134,-37.82327,145.214206,437908.71,172948.05,33552.87
VIC3569,packaging_facility,manufacturing,3400,-36.705491,142.215666,3594496.74,3058555.76,433644.46
VIC3570,data_centre_small,technology,3008,-37.813219,144.94245,488622.77,1054249.85,97665.94
VIC3571,retail_store,retail,3174,-37.97847,145.177779,1185045.53,2573963.47,141601.22
VIC3572,livestock_services,agriculture,3250,-38.330791,143.60311,1704056.7,1286296.82,155540.95
VIC3573,building_services_office,construction,3337,-37.695135,144.603323,1090315.34,2015856.5,170268.48
VIC3574,aged_care_facility,healthcare,3350,-37.577276,143.862618,437598.64,381350.53,30757.72
VIC3575,last_mile_depot,logistics,3061,-37.667163,144.942696,2533279.36,3084413.25,224299.87
VIC3576,courier_depot,transport,3500,-34.173518,142.170889,1345225.02,897902.81,203252.66
VIC3577,furniture_store,retail,3350,-37.542574,143.831107,150000,293706.17,25000
VIC3578,metal_fabrication,manufacturing,3028,-37.847523,144.764769,2001808.4,4355600.8,130513.65
VIC3579,mechanic_workshop,automotive,3053,-37.8003,144.976016,1517027.63,1715599.83,309995.84
VIC3580,winery_cellar_door,tourism,3233,-38.770138,143.662084,1448930.27,1599108.58,219738.47
VIC3581,legal_practice,professional_services,3066,-37.796192,144.990714,1273233.98,1791755.47,267156.8
VIC3582,catering_kitchen,hospitality,3305,-38.360656,141.598747,596274.79,415744.76,42682.5
VIC3583,cold_storage,logistics,3121,-37.819591,145.005709,4592913.39,3624945.77,736940.56
VIC3584,grain_storage,agriculture,3377,-37.277884,142.954067,4973158.88,9347133.38,667082.6
VIC3585,materials_yard,construction,3030,-37.898312,144.748351,1011133.51,416072.58,216165.36
VIC3586,real_estate_agency,professional_services,3053,-37.79525,144.956412,212571.38,390255.47,25000
VIC3587,security_services_office,property_services,3350,-37.58543,143.843193,2706625.93,3926197.32,515654.85
VIC3588,real_estate_agency,professional_services,3072,-37.734955,144.999759,2253486.74,2588083.75,285183.12
VIC3589,cafe,hospitality,3585,-35.318374,143.567249,418332.55,209672.25,32855.98
VIC3590,transport_office,transport,3337,-37.687463,144.557512,1509413.2,1144805.32,73201.75
VIC3591,furniture_store,retail,3660,-37.010029,145.157197,716506.5,1178236.17,68724.86
VIC3592,aquatic_centre,recreation,3121,-37.823474,145.015195,1182145.93,1394653.26,255394.6
VIC3593,plant_hire_yard,construction,3844,-38.176559,146.52688,1126849.27,1119137.91,110918.2
VIC3594,retail_store,retail,3153,-37.860445,145.262545,3646680.1,7906146.58,188163.78
VIC3595,plant_hire_yard,construction,3630,-36.372829,145.395743,822457.03,1466492.88,128489.93
VIC3596,cafe,hospitality,3305,-38.326922,141.601476,2607198.85,3400415.06,287782.63
VIC3597,electrical_wholesaler,wholesale_trade,3140,-37.755218,145.339361,3140388.17,3924375.75,547546.29
VIC3598,facility_management_office,property_services,3028,-37.877118,144.748851,391029.91,259745,85611.57
VIC3599,facility_management_office,property_services,3189,-37.931838,145.017939,556648.58,747998.98,38474.56
VIC3600,tutoring_centre,education,3995,-38.62532,145.592763,231962.29,100000,25000
VIC3601,accounting_firm,professional_services,3630,-36.377736,145.425147,433908.56,422740.56,58247.72
VIC3602,furniture_store,retail,3006,-37.824865,144.963456,822612.48,1509982.09,170028.13
VIC3603,trade_supplier,construction,3350,-37.577563,143.869562,2472386.28,1330884.63,289812.56
VIC3604,catering_kitchen,hospitality,3000,-37.815972,144.971025,276624.62,432441.07,38502.89
VIC3605,architecture_studio,professional_services,3840,-38.233127,146.388698,1393267.26,981195.48,238107.58
VIC3606,cleaning_services_depot,property_services,3850,-38.119624,147.048633,1060210.91,1549083.85,81780.19
VIC3607,software_office,technology,3020,-37.799957,144.849267,638593.23,598242.96,108312.48
VIC3608,parts_supplier,automotive,3020,-37.798119,144.833451,1674119,,106849.16
VIC3609,cold_storage,logistics,3053,-37.794025,144.968228,1328943.85,582364.52,138757.41
VIC3610,furniture_store,retail,3844,-38.170483,146.542631,356222.26,107646.35,25000
VIC3611,gym,recreation,3995,-38.611269,145.564065,574558.65,713548.18,74675.7
VIC3612,clothing_store,retail,3065,-37.798995,144.976074,1173277.58,2385589.01,113886.01
VIC3613,timber_processing,manufacturing,3175,-37.972768,145.194943,5984103.4,7600775.67,1033279.92
VIC3614,plastics_manufacturing,manufacturing,3199,-38.143428,145.091727,4340986.7,5688304.18,841328.9
VIC3615,parts_supplier,automotive,3337,-37.675056,144.605388,2996103.04,4408927.73,636561.99
VIC3616,mechanic_workshop,automotive,3058,-37.736197,144.975486,5085595.93,3552689.87,390058.23
VIC3617,catering_kitchen,hospitality,3000,-37.804294,144.966862,308646.88,387966.2,33583.28
VIC3618,consulting_office,professional_services,3672,-36.539925,146.004226,1350582.25,,164277.3
VIC3619,dental_practice,healthcare,3995,-38.602672,145.564361,480235.38,822197.69,37280.35
VIC3620,tutoring_centre,education,3340,-37.671582,144.44093,669404.58,1193869.76,138483.09
VIC3621,vocational_campus,education,3121,-37.813882,145.002907,2004079.26,1901342.5,186996.97
VIC3622,plastics_manufacturing,manufacturing,3171,-37.96347,145.167313,2095496.35,2987142.64,150649.38
VIC3623,farm_supply_store,agriculture,3465,-37.039674,143.717064,306659.83,439192.05,42095.4
VIC3624,accounting_firm,professional_services,3056,-37.761476,144.956182,231109.08,206379.38,41286.1
VIC3625,architecture_studio,professional_services,3350,-37.555421,143.850285,2226144.29,1338860.09,158035.29
VIC3626,plumbing_wholesaler,wholesale_trade,3305,-38.348951,141.617096,5306057.27,3215205.67,411642.46
VIC3627,electronics_repair,technology,3006,-37.827104,144.965164,602181.69,182435.7,82397.33
VIC3628,transport_office,transport,3953,-38.483971,145.924109,2106120.95,1447360.7,428365.57
VIC3629,data_centre_small,technology,3189,-37.931048,145.04425,1718013.64,1830562.25,284088.2
VIC3630,electrical_wholesaler,wholesale_trade,3250,-38.3367,143.591499,3835860.8,5066923.39,485349.01
VIC3631,timber_processing,manufacturing,3134,-37.815252,145.245519,620230.1,289575.74,49304.01
VIC3632,materials_yard,construction,3061,-37.691544,144.945189,1285501.28,456778.42,152890.14
VIC3633,irrigation_supplier,agriculture,3564,-36.159127,144.756342,1184669.95,1611000.37,170549.78
VIC3634,architecture_studio,professional_services,3056,-37.774954,144.959055,496135.39,366817.55,53822.95
VIC3635,tutoring_centre,education,3134,-37.823325,145.2542,1611177.86,3515980.39,242271.39
VIC3636,timber_processing,manufacturing,3011,-37.808935,144.899805,4027029.4,,511146.3
VIC3637,clothing_store,retail,3810,-38.065301,145.485345,758833.79,594339.62,97252.6
VIC3638,packaging_facility,manufacturing,3174,-37.95384,145.193008,4241416,6565980.25,622341.16
VIC3639,furniture_store,retail,3931,-38.206587,145.045566,2017617.64,3320837.72,183356.7
VIC3640,courier_depot,transport,3171,-37.95508,145.140898,2374745.36,4258593.72,176131.32
VIC3641,taxi_operations_base,transport,3047,-37.673985,144.904895,508731.51,644175.9,25000
VIC3642,architecture_studio,professional_services,3550,-36.78162,144.31108,1287836.36,1236445.37,80464.11
VIC3643,strata_management_office,property_services,3030,-37.912992,144.663269,370367.7,444126.73,65466.88
VIC3644,clinic,healthcare,3066,-37.79686,144.982201,460292.89,570570.06,43510.01
VIC3645,bus_depot,transport,3465,-37.034796,143.723512,1868665.09,1234097.94,139024.11
VIC3646,electrical_wholesaler,wholesale_trade,3175,-38.002334,145.199951,1127852.9,911655.82,220402.66
VIC3647,last_mile_depot,logistics,3175,-37.964744,145.204458,692641.71,1087355.67,119735
VIC3648,catering_kitchen,hospitality,3280,-38.403594,142.507713,1968936.44,3525552.51,392681.82
VIC3649,plumbing_wholesaler,wholesale_trade,3056,-37.766672,144.961111,3016429.97,2266221.75,448131.42
VIC3650,car_dealership,automotive,3337,-37.672453,144.582545,651407.08,427983.92,115594.07
VIC3651,light_manufacturing,manufacturing,3056,-37.768711,144.954946,786697.76,518624.91,52760.81
VIC3652,aged_care_facility,healthcare,3072,-37.751009,145.01912,2200851.81,,262513.93
VIC3653,takeaway_food,hospitality,3011,-37.804868,144.899476,503130.93,930587.93,74359.11
VIC3654,legal_practice,professional_services,3199,-38.16112,145.125079,741718.68,1500612.86,72853.28
VIC3655,electronics_store,retail,3377,-37.300475,142.929025,162312.23,343515.86,25000
VIC3656,hardware_store,retail,3199,-38.157664,145.10241,803397.03,1220647.48,123668.74
VIC3657,equipment_storage,storage,3174,-37.970296,145.149096,1929635.7,1917541.95,405669.73
VIC3658,electronics_repair,technology,3550,-36.731154,144.262742,882293.8,276082.63,70957.85
VIC3659,real_estate_agency,professional_services,3072,-37.737318,144.992259,176295.99,287142.97,28484.06
VIC3660,light_manufacturing,manufacturing,3170,-37.939409,145.146225,3054088.5,5144322.97,361768.46
VIC3661,building_services_office,construction,3000,-37.812518,144.949759,637526.83,1351420.49,75778.14
VIC3662,training_centre,education,3006,-37.826567,144.961898,603234.22,229999.58,95741.21
VIC3663,dairy_processor,food_and_beverage,3000,-37.820267,144.968231,1207165.93,2157503.49,77411.74
VIC3664,allied_health_centre,healthcare,3677,-36.343805,146.285245,3380024.92,3609854.73,222293.43
VIC3665,legal_practice,professional_services,3168,-37.915587,145.10071,967034.75,2072421.47,85891.24
VIC3666,food_processing,manufacturing,3220,-38.147541,144.377565,1540743.82,2120527.55,203577
VIC3667,tour_operator,tourism,3233,-38.769757,143.664434,1811850.74,2285411.32,335607.88
VIC3668,commercial_kitchen,food_and_beverage,3006,-37.822317,144.968411,480698.89,685710.79,25306.12
VIC3669,tour_operator,tourism,3233,-38.754597,143.692162,258003.44,140111.21,25000
VIC3670,indoor_sports_centre,recreation,3072,-37.726842,144.991273,384506.11,489453.65,42808.85
VIC3671,cold_storage,logistics,3340,-37.687741,144.419924,7586526.91,14000932.01,1315421.77
VIC3672,bakery,hospitality,3250,-38.323293,143.594638,150000,100000,25000
VIC3673,allied_health_centre,healthcare,3300,-37.753218,142.020394,280027.67,384206.55,25000
VIC3674,warehouse,logistics,3043,-37.688604,144.852853,964397.86,419558.1,86382.18
VIC3675,trade_supplier,construction,3888,-37.695814,148.437783,3952834.64,8485670.45,294412.57
VIC3676,cafe,hospitality,3020,-37.789458,144.85252,966970.07,1959289.64,59811.74
VIC3677,freight_depot,logistics,3020,-37.769074,144.826027,6399473.26,3364173.53,493854.57
VIC3678,pharmacy_retail,retail,3199,-38.119562,145.121805,238342.21,419555.53,41084.93
VIC3679,warehouse,logistics,3199,-38.145024,145.109103,2871442.37,3966934.61,390358.55
VIC3680,architecture_studio,professional_services,3730,-36.004588,146.000246,1510630.38,1218215.27,273710.28
VIC3681,tutoring_centre,education,3140,-37.736234,145.342173,561111.66,844504.01,71907.98
VIC3682,materials_yard,construction,3018,-37.870773,144.80706,2903459.65,3914699.18,375492.04
VIC3683,clothing_store,retail,3006,-37.817107,144.961382,837118.94,454618.26,127199.72
VIC3684,light_manufacturing,manufacturing,3585,-35.350315,143.578282,343159.18,440321.55,66167.8
VIC3685,trade_supplier,construction,3350,-37.534557,143.869598,923871.57,945147.44,52978.1
VIC3686,facility_management_office,property_services,3465,-37.046806,143.751301,634097.43,520419.17,126538.38
VIC3687,facility_management_office,property_services,3000,-37.814452,144.976513,409114.01,444437.85,86651.81
VIC3688,pharmacy_retail,retail,3810,-38.095825,145.488864,363257.88,552911.27,41996.43
VIC3689,grain_storage,agriculture,3672,-36.530108,145.977103,616250.83,368580.82,29598.34
VIC3690,building_services_office,construction,3199,-38.117201,145.122387,770702.3,828844.15,39311.46
VIC3691,last_mile_depot,logistics,3153,-37.839946,145.245697,3430838.92,2018602.05,542342.82
VIC3692,plant_hire_yard,construction,3153,-37.852937,145.248247,1905998.1,791424.17,174436.54
VIC3693,panel_beater,automotive,3220,-38.141994,144.352579,951588.32,1915608.63,192122.42
VIC3694,office,professional_services,3058,-37.746474,144.973468,1754708.11,3650329.98,285964.65
VIC3695,beverage_distributor,wholesale_trade,3056,-37.775262,144.954798,490366.29,204664.68,88654.29
VIC3696,private_college,education,3630,-36.372366,145.374033,1291391.56,568901.59,123785.45
VIC3697,freight_depot,logistics,3931,-38.204559,145.016492,868257.78,581361.4,74996.28
VIC3698,food_processing,manufacturing,3053,-37.8017,144.970718,434162.17,312115.62,86202.45
VIC3699,allied_health_centre,healthcare,3136,-37.790764,145.267126,527902.31,1122668.34,88305.84
VIC3700,managed_services_office,technology,3875,-37.81039,147.595766,7368730.48,3271892.44,1238230.25
VIC3701,winery_cellar_door,tourism,3192,-37.963306,145.04667,437612.51,450318.74,84070.94
VIC3702,takeaway_food,hospitality,3250,-38.341301,143.618915,150000,249378.47,25000
VIC3703,bakery,hospitality,3233,-38.743147,143.661647,333941.3,350349.35,63406.69
VIC3704,emergency_services_support,essential_services,3220,-38.180877,144.349027,5354674.73,9515893.31,629236.22
VIC3705,data_centre_small,technology,3350,-37.582907,143.882166,1205730.57,2037642.44,62524.69
VIC3706,trade_supplier,construction,3199,-38.137635,145.14985,1724370.29,3443633.07,187544.97
VIC3707,legal_practice,professional_services,3189,-37.960537,145.052992,4957593.22,,258393.93
VIC3708,distribution_centre,logistics,3175,-37.993921,145.22607,2431633.9,3837827.05,405437.82
VIC3709,pharmacy,healthcare,3672,-36.572744,145.972494,1077232.01,2257296.35,58804.94
VIC3710,data_centre_small,technology,3995,-38.594485,145.578616,2059298.83,4214668.87,100625.92
VIC3711,trade_supplier,construction,3977,-38.0885,145.272683,2607793.52,1176156.15,535400.08
VIC3712,panel_beater,automotive,3028,-37.869721,144.773135,440273.34,388587.92,64289.8
VIC3713,furniture_store,retail,3030,-37.896114,144.695396,804547.19,1108044.19,171435.6
VIC3714,electronics_store,retail,3228,-38.32569,144.30096,160213.6,100000,25000
VIC3715,aged_care_facility,healthcare,3008,-37.810181,144.948639,4013074.15,3398474.52,786572.44
VIC3716,mechanic_workshop,automotive,3134,-37.80447,145.234091,433324.86,947108.3,86958.68
VIC3717,bakery_factory,food_and_beverage,3875,-37.841105,147.606333,2351540.3,5011532.45,164554.68
VIC3718,electronics_store,retail,3450,-37.081001,144.203428,245450.28,174408,35716.77
VIC3719,produce_storage,agriculture,3350,-37.589023,143.8453,150000,201588.82,29642.85
VIC3720,retail_store,retail,3850,-38.122606,147.072959,1053287.56,1115109.51,172555.95
VIC3721,plant_hire_yard,construction,3875,-37.8244,147.628184,862613.52,657485.94,141967.91
VIC3722,tyre_service,automotive,3585,-35.326296,143.582169,267708.39,197490.67,25000
VIC3723,electronics_store,retail,3061,-37.685677,144.937268,1177965.03,1672596.77,230220.66
VIC3724,commercial_kitchen,food_and_beverage,3228,-38.317949,144.328982,1608631.53,1576798.76,89135.27
VIC3725,tyre_service,automotive,3030,-37.897922,144.76819,5082961.16,4529504.32,275806.26
VIC3726,car_dealership,automotive,3140,-37.745546,145.369802,458347.41,416459.77,25000
VIC3727,catering_kitchen,hospitality,3465,-37.066748,143.737489,716881.69,771407.87,129214.92
VIC3728,bakery,hospitality,3136,-37.789029,145.271236,150000,100000,26019.34
VIC3729,private_college,education,3450,-37.072924,144.192533,522554.7,752116.81,63960.75
VIC3730,office,professional_services,3072,-37.748902,145.011059,943706.7,495929.79,106869.25
VIC3731,catering_kitchen,hospitality,3061,-37.664837,144.935361,425604.45,,56171.76
VIC3732,plant_hire_yard,construction,3008,-37.822235,144.951916,227596.32,100000,25000
VIC3733,livestock_services,agriculture,3140,-37.746227,145.354928,2450331.79,5334854.68,230354.23
VIC3734,indoor_sports_centre,recreation,3226,-38.254451,144.538565,323039.5,588169.4,27446.8
VIC3735,timber_processing,manufacturing,3047,-37.676258,144.933364,4307056.3,2542847.23,890053.74
VIC3736,accounting_firm,professional_services,3066,-37.805298,144.995949,1166514.12,438900.63,99326.8
VIC3737,electronics_store,retail,3350,-37.568075,143.810308,657532.51,856971.02,104608.14
VIC3738,equipment_storage,storage,3000,-37.823646,144.960578,1297868.43,851543.72,245658.71
VIC3739,retail_store,retail,3350,-37.575444,143.854885,2252118.05,4000871.53,239736.1
VIC3740,pharmacy_retail,retail,3810,-38.063822,145.505614,778667.42,516513.26,162485.82
VIC3741,car_dealership,automotive,3810,-38.062896,145.501153,1179426.92,458760.1,85560.75
VIC3742,distribution_centre,logistics,3020,-37.769918,144.818719,11393665.72,15892392.05,1228078.21
VIC3743,childcare_centre,education,3550,-36.7224,144.276738,779526.78,1248974.48,77538.99
VIC3744,freight_depot,logistics,3011,-37.790344,144.917573,2608967.37,1016640.05,429791.94
VIC3745,last_mile_depot,logistics,3875,-37.808547,147.6101,2626533.14,2171204.27,408569.41
VIC3746,hardware_store,retail,3006,-37.828063,144.963151,1570470.58,3029444.6,170346.2
VIC3747,plumbing_wholesaler,wholesale_trade,3011,-37.791592,144.919445,943799.56,,89213.94
VIC3748,security_services_office,property_services,3450,-37.058166,144.211364,1624913.76,1682682.7,211946.37
VIC3749,aquatic_centre,recreation,3072,-37.743936,144.984623,218406.92,468063.84,44204.17
VIC3750,building_services_office,construction,3465,-37.035465,143.718355,1225407.56,1601314.9,165580.53
VIC3751,contractor_office,construction,3350,-37.58631,143.871769,5765902.87,2817772.57,993418.21
VIC3752,dental_practice,healthcare,3305,-38.333364,141.583995,911288.53,1867174.11,84940.98
VIC3753,contractor_office,construction,3136,-37.809147,145.285939,570314.23,,77766.37
VIC3754,building_services_office,construction,3722,-37.0534,146.061709,4061891.56,8225519.76,534134.28
VIC3755,catering_kitchen,hospitality,3134,-37.812369,145.212267,4013400.18,1885435.14,327864.65
VIC3756,supermarket,retail,3280,-38.380784,142.468473,1227589.79,398540.59,91987.84
VIC3757,cold_storage,logistics,3168,-37.930265,145.116576,2074072.45,2227447.31,247378.47
VIC3758,materials_yard,construction,3000,-37.806683,144.963289,583025.03,187333.52,113143.66
VIC3759,building_services_office,construction,3337,-37.669409,144.609241,407795.72,201999.84,77855.78
VIC3760,freight_depot,logistics,3028,-37.881627,144.743202,1655487.45,1584320.25,226929.39
VIC3761,cafe,hospitality,3008,-37.813886,144.948381,872119.34,1368763.66,146594.19
VIC3762,utility_depot,essential_services,3340,-37.662081,144.430016,1803789.08,882218.75,330943.21
VIC3763,plant_hire_yard,construction,3280,-38.387065,142.499544,4365840.88,9054721.41,404732.99
VIC3764,furniture_store,retail,3061,-37.685687,144.953544,193725.52,350716.8,25000
VIC3765,transport_office,transport,3730,-36.000722,146.016612,1419803.59,1426491.6,143761.25
VIC3766,retail_store,retail,3977,-38.114166,145.304809,1538544.7,3198560.39,211726.86
VIC3767,commercial_kitchen,food_and_beverage,3995,-38.604689,145.594703,220361.18,103382.52,25000
VIC3768,plastics_manufacturing,manufacturing,3677,-36.334656,146.321121,1231505.44,1990680.04,194122.04
VIC3769,furniture_store,retail,3006,-37.8215,144.9592,679732.98,1005113.67,125967.39
VIC3770,neighbourhood_centre,community_services,3465,-37.044583,143.718838,473305,155029.39,51532.41
VIC3771,pharmacy_retail,retail,3931,-38.210489,145.017294,259400.86,236930.43,25000
VIC3772,office,professional_services,3182,-37.874893,144.972728,2657737.05,3147386.45,543806.65
VIC3773,warehouse,logistics,3931,-38.222396,145.043439,6068765.97,4410882.98,411634.65
VIC3774,pharmacy_retail,retail,3199,-38.141266,145.123858,7864484.59,,1214553.77
VIC3775,warehouse,logistics,3011,-37.813025,144.890811,4207304.38,7870002.81,507701.77
VIC3776,strata_management_office,property_services,3182,-37.874794,144.987887,1467569.92,2072819.75,141935.96
VIC3777,legal_practice,professional_services,3350,-37.5725,143.878767,1350707.87,1714430.05,287552.74
VIC3778,cafe,hospitality,3000,-37.814766,144.972988,150000,100000,25000
VIC3779,trade_supplier,construction,3340,-37.661439,144.452391,1507896.4,1780491.09,169897.45
VIC3780,last_mile_depot,logistics,3300,-37.734685,142.03465,1153136.37,2348552.4,73464.84
VIC3781,supermarket,retail,3053,-37.803379,144.968979,1432454.45,,143174.66
VIC3782,motel,tourism,3056,-37.760999,144.956634,423196.09,885685.65,71536.81
VIC3783,food_processing,manufacturing,3175,-37.989346,145.201329,402179.15,540879.18,57806.9
VIC3784,architecture_studio,professional_services,3006,-37.82047,144.971591,715874.86,284958.56,51843.78
VIC3785,accounting_firm,professional_services,3053,-37.805119,144.964112,401597.49,353919.52,87671.03
VIC3786,irrigation_supplier,agriculture,3465,-37.040217,143.718499,803921.45,298461.8,171522.37
VIC3787,supermarket,retail,3844,-38.202882,146.564089,514283.72,177494.66,30114.23
VIC3788,takeaway_food,hospitality,3550,-36.772605,144.319218,1660821.47,3603933.19,248043.85
VIC3789,pharmacy,healthcare,3677,-36.368639,146.310565,1329902.96,1329971.71,190413.05
VIC3790,warehouse,logistics,3174,-37.955565,145.181596,2331033.72,2750510.03,276467.11
VIC3791,distribution_centre,logistics,3977,-38.11658,145.280195,3399842.02,6556534.91,568072.78
VIC3792,caravan_park,tourism,3076,-37.653308,145.002129,2384689.32,2899117.17,176332.88
VIC3793,trade_supplier,construction,3020,-37.79704,144.814262,839488.77,806819.24,163557.8
VIC3794,furniture_store,retail,3121,-37.826241,144.994825,564065.74,847014.13,47226.45
VIC3795,refrigerated_storage,storage,3305,-38.335087,141.582964,5812793.9,4670365.85,549264.99
VIC3796,materials_yard,construction,3672,-36.52954,145.979937,234830.22,458602.99,30792.58
VIC3797,furniture_store,retail,3564,-36.133851,144.723294,257925.52,432905.09,25000
VIC3798,contractor_office,construction,3931,-38.204707,145.023887,651936.07,388445.32,111835.95
VIC3799,grain_storage,agriculture,3564,-36.125083,144.757672,207359.63,399421.42,25000
VIC3800,electrical_wholesaler,wholesale_trade,3690,-36.141754,146.874059,5564350.12,1823483.44,726844.36
VIC3801,bus_depot,transport,3030,-37.914791,144.696563,1629328.73,2309268.93,154242.93
VIC3802,retail_store,retail,3056,-37.766566,144.949411,522203.26,577035.15,76148.67
VIC3803,parts_supplier,automotive,3140,-37.748739,145.353569,935593.74,1683174.41,106423.44
VIC3804,electronics_store,retail,3931,-38.211144,145.048933,150000,329530.35,29557.36
VIC3805,food_processing,manufacturing,3011,-37.797846,144.922085,5231112.86,6497630.5,474066.51
VIC3806,trade_supplier,construction,3058,-37.734635,144.980079,1480106.51,1964102.19,264045.99
VIC3807,car_dealership,automotive,3199,-38.125962,145.105966,3509604.95,4814289.54,187993.45
VIC3808,catering_kitchen,hospitality,3350,-37.582768,143.880044,1858216.03,1278057.83,185497.54
VIC3809,warehouse,logistics,3171,-37.964517,145.141375,1783782.43,2992119.39,283814.37
VIC3810,freight_depot,logistics,3006,-37.82059,144.960654,6524057.92,8280361.16,1367455.45
VIC3811,food_processing,manufacturing,3690,-36.131835,146.882987,1956942.96,2271762.18,247722.96
VIC3812,parts_supplier,automotive,3140,-37.757772,145.371054,1160657.74,2520144.23,231833.87
VIC3813,retail_store,retail,3850,-38.119691,147.041083,391253.57,687568.76,65719.17
VIC3814,consulting_office,professional_services,3630,-36.397646,145.363269,534626.52,530215.86,91257.09
VIC3815,tutoring_centre,education,3898,-37.103288,147.605274,1053631.73,1017373.74,61534.28
VIC3816,retail_store,retail,3174,-37.959053,145.153658,2052927.28,3346396.86,211126.06
VIC3817,warehouse,logistics,3061,-37.660315,144.937616,3659980.08,7218071.33,213714.5
VIC3818,cold_storage,logistics,3006,-37.820139,144.957216,1440131.71,2834718.89,201352.35
VIC3819,hardware_store,retail,3189,-37.95313,145.029995,296402.44,436648.59,25000
VIC3820,managed_services_office,technology,3550,-36.749255,144.294862,3329559.06,6210534.53,705598.15
VIC3821,dairy_processor,food_and_beverage,3011,-37.803342,144.880671,772156.86,1388782.34,65118.91
VIC3822,architecture_studio,professional_services,3730,-36.014886,145.997065,251190.19,249512.67,31559.71
VIC3823,plant_hire_yard,construction,3850,-38.121221,147.090727,499825.32,846561.79,55980.3
VIC3824,warehouse,logistics,3047,-37.691383,144.909289,1716264.72,824452.49,152302.26
VIC3825,catering_kitchen,hospitality,3072,-37.740636,144.986357,1095387.86,1330383.39,62562.73
VIC3826,accounting_firm,professional_services,3000,-37.818808,144.954918,2255516.95,4823879.91,398507.71
VIC3827,pharmacy,healthcare,3400,-36.703764,142.208835,1991783.47,1822467.18,293188.54
VIC3828,legal_practice,professional_services,3121,-37.816665,144.985597,307129.59,640638.77,25000
VIC3829,retail_store,retail,3175,-37.996437,145.225266,1298736.75,510254.6,261076.96
VIC3830,metal_fabrication,manufacturing,3134,-37.828998,145.24408,1637834.24,3371985.95,108819.83
VIC3831,disability_service_office,community_services,3065,-37.789635,144.980769,400181.81,538633.17,30527.1
VIC3832,courier_depot,transport,3171,-37.964317,145.144863,410524.42,874396.43,60706.83
VIC3833,utility_depot,essential_services,3337,-37.671461,144.618351,6047053.47,4099247.93,530825.22
VIC3834,warehouse,logistics,3153,-37.841078,145.259194,6728869.77,11747911.14,1212105.01
VIC3835,pharmacy_retail,retail,3072,-37.736321,145.022928,835793.41,1204418.84,179054.5
VIC3836,last_mile_depot,logistics,3660,-37.02575,145.148119,2881308.86,4962056.7,194274.4
VIC3837,car_dealership,automotive,3134,-37.818099,145.212923,1513892.68,704975.55,291127.99
VIC3838,charity_shop,community_services,3220,-38.171689,144.387091,387340.83,537249.03,66881.05
VIC3839,tyre_service,automotive,3168,-37.940815,145.115244,2577713.06,3951273.74,388986.76
VIC3840,food_processing,manufacturing,3047,-37.703017,144.915041,1743411.85,3614540.08,292604.44
VIC3841,warehouse,logistics,3192,-37.976804,145.065131,5015273.8,10858168.73,950621.04
VIC3842,trade_wholesaler,wholesale_trade,3020,-37.792216,144.857908,816758.51,1088271.48,47452.06
VIC3843,pharmacy_retail,retail,3072,-37.735182,144.998922,485568.71,860464.48,68938.74
VIC3844,mechanic_workshop,automotive,3189,-37.93317,145.056452,492515.49,587409.92,97199.27
VIC3845,pharmacy_retail,retail,3305,-38.349314,141.595567,359350.22,274172.1,61585.82
VIC3846,office,professional_services,3018,-37.848405,144.820509,209877.31,333743.45,44844.35
VIC3847,indoor_sports_centre,recreation,3192,-37.977428,145.042559,977677.78,1583052.33,205372.83
